eval_loss,eval_accuracy,eval_precision_macro,eval_recall_macro,eval_f1_macro,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,loss,grad_norm,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.5716592669487,0.7659574468085106,0.5109090909090909,0.6314814814814814,0.5648148148148148,0.1761,266.846,11.355,1.0,24,,,,,,,,
0.45209965109825134,0.8297872340425532,0.7904761904761904,0.7611111111111111,0.7674226215946369,0.1795,261.791,11.14,2.0,48,,,,,,,,
,,,,,,,,2.0833333333333335,50,0.5933,8.582971572875977,1.5916666666666666e-05,,,,,
0.5366202592849731,0.7659574468085106,0.7348484848484849,0.7296296296296297,0.726120857699805,0.2033,231.196,9.838,3.0,72,,,,,,,,
0.5533198714256287,0.8085106382978723,0.7611111111111111,0.7611111111111111,0.7611111111111111,0.2014,233.329,9.929,4.0,96,,,,,,,,
,,,,,,,,4.166666666666667,100,0.2128,6.274855136871338,1.1750000000000001e-05,,,,,
0.7621192932128906,0.7446808510638298,0.6838768115942028,0.6759259259259259,0.6718476008289495,0.1954,240.588,10.238,5.0,120,,,,,,,,
0.7093598246574402,0.8085106382978723,0.7641325536062378,0.762962962962963,0.7631477631477631,0.1835,256.062,10.896,6.0,144,,,,,,,,
,,,,,,,,6.25,150,0.0556,1.9000259637832642,7.583333333333333e-06,,,,,
0.8400474190711975,0.7872340425531915,0.75,0.7462962962962963,0.7449027975343765,0.1848,254.385,10.825,7.0,168,,,,,,,,
0.9434104561805725,0.8085106382978723,0.7783094098883572,0.7833333333333333,0.7765765765765766,0.1892,248.374,10.569,8.0,192,,,,,,,,
,,,,,,,,8.333333333333334,200,0.018,0.13479124009609222,3.416666666666667e-06,,,,,
0.8971927762031555,0.8085106382978723,0.7783094098883572,0.7833333333333333,0.7765765765765766,0.1896,247.826,10.546,9.0,216,,,,,,,,
0.9234294295310974,0.8085106382978723,0.7783094098883572,0.7833333333333333,0.7765765765765766,0.2037,230.739,9.819,10.0,240,,,,,,,,
,,,,,,,,10.0,240,,,,467.3476,8.003,0.514,492022091151360.0,0.18394860370705526
