link,judul,tanggal,portal
https://kumparan.com/kumparanbisnis/garuda-indonesia-kembali-rupslb-di-tengah-isu-petinggi-singapore-airlines-masuk-25x9SDHX7i5,Garuda Indonesia Kembali RUPSLB di Tengah Isu Petinggi Singapore Airlines Masuk - kumparan.com,2025-09-30,Kumparan
https://www.bloombergtechnoz.com/detail-news/85519/garuda-gelar-rupslb-di-tengah-isu-masuknya-direksi-asing,Garuda Gelar RUPSLB di Tengah Isu Masuknya Direksi Asing,2025-09-29,Bloomberg Technoz
https://voi.id/ekonomi/519004/komisi-v-dpr-bakal-dalami-dugaan-mafia-jual-beli-jam-penerbangan,Komisi V DPR Bakal Dalami Dugaan Mafia Jual Beli Jam Penerbangan,2025-09-29,VOI.ID
https://www.prnewswire.com/news-releases/garuda-indonesia-goes-digital-air-cargo-capacity-now-available-exclusively-on-webcargo-by-freightos-302569410.html,Garuda Indonesia Goes Digital: Air Cargo Capacity Now Available Exclusively on WebCargo by Freightos®,2025-09-29,PR Newswire
https://in.investing.com/news/company-news/garuda-indonesia-adds-air-cargo-capacity-to-webcargo-platform-93CH-5023129,Garuda Indonesia adds air cargo capacity to WebCargo platform,2025-09-29,Investing.com India
https://www.kompasiana.com/zainularifin2714/68da927c34777c0ef3200e93/rencana-merger-garuda-indonesia-pelita-air-efektifkah,Rencana Merger Garuda Indonesia - Pelita Air: Efektifkah? - Kompasiana.com,2025-09-29,Kompasiana.com
https://www.cnnindonesia.com/ekonomi/20250929205715-92-1279029/dony-oskaria-pastikan-merger-pelita-air-garuda-untunge,Dony Oskaria Pastikan Merger Pelita Air-Garuda Untunge,2025-09-29,CNN Indonesia
https://www.stattimes.com/air-cargo/garuda-indonesia-cargo-goes-digital-with-webcargo-ebooking-1356645,Garuda Indonesia Cargo goes digital with WebCargo eBooking,2025-09-29,STAT Times
https://jambi.pikiran-rakyat.com/info-data/pr-3469681375/jadwal-kedatangan-pesawat-di-bandara-sultan-thaha-jambi?page=all,Jadwal Kedatangan Pesawat di Bandara Sultan Thaha Jambi - Jambian,2025-09-29,Jambian
https://voi.id/en/economy/519004,Commission V DPR Will Investigate Allegations Of Mafia Buying And Selling Aviation Hours,2025-09-29,VOI.ID
https://www.idntimes.com/business/economy/danantara-janji-layanan-pelita-tak-menurun-usai-merger-dengan-garuda-00-3m8tp-gl0jb6,Danantara Janji Layanan Pelita Tak Menurun usai Merger dengan Garuda,2025-09-29,IDN Times
https://id.headtopics.com/news/garuda-spark-innovation-hub-dinilai-bantu-kembangkan-start-73612181,Garuda Spark Innovation Hub dinilai bantu kembangkan start up digital,2025-09-28,Head Topics
https://www.beritasatu.com/network/malukuterkini/685642/sempat-dialihkan-ke-sorong-garuda-akhirnya-mendarat-di-ambon,"Sempat Dialihkan ke Sorong, Garuda Akhirnya Mendarat di Ambon",2025-09-28,BeritaSatu.com
https://jambi.pikiran-rakyat.com/info-data/pr-3469679005/12-penerbangan-tiba-di-bandara-sultan-thaha-jambi-minggu-28-september-2025?page=all,"12 Penerbangan Tiba di Bandara Sultan Thaha Jambi, Minggu 28 September 2025 - Jambian",2025-09-28,Jambian
https://garuda.tv/dian-sastro-dihadiahi-rentetan-pantun-di-dalam-pesawat/,Dian Sastro Dihadiahi Rentetan Pantun di dalam Pesawat,2025-09-28,garuda tv
https://jagatbisnis.com/2025/09/27/garuda-indonesia-pacu-ekspansi-armada-dan-rute-targetkan-lebih-dari-100-pesawat-pada-2029/,"Garuda Indonesia Pacu Ekspansi Armada dan Rute, Targetkan Lebih dari 100 Pesawat pada 2029",2025-09-27,JagatBisnis.com
https://www.travelandtourworld.com/news/article/japan-airlines-myanmar-national-airlines-and-garuda-indonesia-experiences-new-travel-disruption-with-eight-cancellations-across-tokyo-yangon-dehong-jakarta-and-more-here-is-the-update/,"Japan Airlines, Myanmar National Airlines and Garuda Indonesia Experiences New Travel Disruption with Eight Cancellations across Tokyo, Yangon, Dehong, Jakarta and more, Here is the Update",2025-09-27,Travel And Tour World
https://www.idntimes.com/business/economy/garuda-indonesia-rugi-rp2-4-triliun-di-semester-i-2025-00-3m8tp-g2qln1,"Garuda Indonesia Rugi Rp2,4 Triliun di Semester I-2025",2025-09-27,IDN Times
https://aviationweek.com/air-transport/airports-networks/indonesia-looks-airport-growth-outside-usual-hubs,Indonesia Looks At Airport Growth Outside Usual Hubs,2025-09-27,Aviation Week Network
https://www.idntimes.com/business/economy/garuda-indonesia-bakal-gelar-rupslb-lagi-bulan-depan-00-3m8tp-rqlfzn,Garuda Indonesia Bakal Gelar RUPSLB Lagi Bulan Depan,2025-09-27,IDN Times
https://id.headtopics.com/news/ri-tancap-gas-nego-50-pesawat-boeing-73595237,RI Tancap Gas Nego 50 Pesawat Boeing - Boeing | Garuda Indonesia Berita,2025-09-27,Head Topics
https://www.merahputih.com/post/read/pemerintah-dan-operator-siapkan-diskon-tiket-pesawat-libur-akhir-tahun,Pemerintah dan Operator Siapkan Diskon Tiket Transportasi Libur Akhir Tahun,2025-09-27,MerahPutih
https://finance.detik.com/bursa-dan-valas/d-8132897/gelar-rupslb-lagi-anak-usaha-garuda-tunjuk-direktur-komisaris-baru,"Gelar RUPSLB Lagi, Anak Usaha Garuda Tunjuk Direktur-Komisaris Baru",2025-09-27,detikFinance
https://ulasan.co/batik-air-tujuan-tanjungpinang-delay-3-jam-penumpang-dapat-roti-bungkus/,"Batik Air Tujuan Tanjungpinang Delay 3 Jam, Penumpang Dapat Roti Bungkus",2025-09-27,Ulasan.co
https://www.ch-aviation.com/news/158639-citilink-garuda-indonesia-to-reactivate-more-aircraft,"Citilink, Garuda Indonesia to reactivate more aircraft",2025-09-27,ch-aviation
https://www.kompas.com/tren/read/2025/09/26/061500565/hari-ini-dalam-sejarah--pesawat-garuda-jatuh-di-deli-serdang-234-orang?page=all,"Hari Ini dalam Sejarah: Pesawat Garuda Jatuh di Deli Serdang, 234 Orang Meninggal - Kompas.com",2025-09-26,Kompas.com
https://www.bloombergtechnoz.com/detail-news/85276/tidak-ada-mafia-jadwal-tapi-slot-penerbangan-dikuasai-satu-grup,"Tidak Ada Mafia Jadwal, Tapi Slot Penerbangan Dikuasai Satu Grup - Sektor Riil",2025-09-26,Bloomberg Technoz
https://www.bloombergtechnoz.com/detail-news/85178/pengamat-sebut-tak-ada-mafia-jual-beli-jam-penerbangan,Pengamat Sebut Tak Ada Mafia Jual-Beli Jam Penerbangan,2025-09-26,Bloomberg Technoz
https://market.bisnis.com/read/20250925/192/1914735/danantara-suntik-rp665-triliun-garuda-giaa-catat-rugi-rp233-triliun,"Danantara Suntik Rp6,65 Triliun, Garuda (GIAA) Catat Rugi Rp2,33 Triliun",2025-09-26,Bisnis.com
https://industri.kontan.co.id/news/kinerja-melemah-di-semester-i-2025-begini-strategi-garuda-indonesia-giaa-ke-depan,"Kinerja Melemah di Semester I 2025, Begini Strategi Garuda Indonesia (GIAA) Ke Depan",2025-09-26,kontan.co.id
https://en.tempo.co/read/2051853/todays-top-3-news-danantara-addresses-rumors-of-singapore-airlines-executive-joining-garuda-indonesia,Today's Top 3 News: Danantara Addresses Rumors of Singapore Airlines Executive Joining Garuda Indonesia,2025-09-26,Tempo.co
https://www.metrotvnews.com/play/kWDCnv76-garuda-indonesia-dan-danantara-renegosiasi-kontrak-pesawat-dengan-boeing,Garuda Indonesia dan Danantara Renegosiasi Kontrak Pesawat dengan Boeing,2025-09-26,MetroTVNews.com
https://www.bloombergtechnoz.com/detail-news/85162/garuda-indonesia-giaa-pernah-tetap-bagikan-tantiem-meski-rugi,Garuda Indonesia (GIAA) Pernah Tetap Bagikan Tantiem Meski Rugi,2025-09-26,Bloomberg Technoz
https://radarjogja.jawapos.com/nusantara/656615297/garuda-indonesia-segera-buka-rute-baru-bandara-halim-perdanakusumapalembang,Garuda Indonesia Segera Buka Rute Baru Bandara Halim Perdanakusuma–Palembang - Radar Jogja,2025-09-25,Radar Jogja
https://www.tempo.co/ekonomi/danantara-tanggapi-kritik-soal-merger-garuda-pelita-air-2073037,Danantara Tanggapi Kritik soal Merger Garuda-Pelita Air,2025-09-25,Tempo.co
https://www.idntimes.com/business/economy/ini-kata-danantara-soal-isu-dirkeu-garuda-dari-singapore-airlines-00-3m8tp-bj8gvz,Direktur Keuangan Garuda dari Singapore Airlines? Ini Kata Danantara,2025-09-25,IDN Times
https://en.tempo.co/read/2051702/garuda-indonesia-pelita-air-merger-plan-under-scrutiny-an-analysis-of-pros-and-cons,Garuda Indonesia-Pelita Air Merger Plan Under Scrutiny: An Analysis of Pros and Cons,2025-09-25,Tempo.co English
https://www.kompas.id/artikel/pemerintah-dan-operator-siapkan-diskon-tiket-transportasi-akhir-tahun,Pemerintah dan Operator Siapkan Diskon Tiket Transportasi Akhir Tahun,2025-09-25,Kompas.id
https://en.tempo.co/read/2051709/danantara-addresses-rumors-of-singapore-airlines-executive-joining-garuda-indonesia,Danantara Addresses Rumors of Singapore Airlines Executive Joining Garuda Indonesia,2025-09-25,Tempo.co
https://koranbumn.com/hingga-2029-garuda-indonesia-berencana-menambah-lebih-dari-100-pesawat/,"Hingga 2029, Garuda Indonesia Berencana Menambah Lebih dari 100 pesawat",2025-09-25,Koran BUMN
https://www.tempo.co/ekonomi/untung-buntung-jika-garuda-merger-dengan-pelita-air-2073042,Untung-Buntung Jika Garuda Merger dengan Pelita Air,2025-09-25,Tempo.co
https://www.ch-aviation.com/news/158613-garuda-indonesia-says-pelita-air-merger-in-early-stages,Garuda Indonesia says Pelita Air merger in early stages,2025-09-25,ch-aviation
https://terkenal.co.id/read/137214/dpr-kritik-pt-garuda-indonesia-soal-terus-merugi/,DPR Kritik PT Garuda Indonesia soal Terus Merugi?,2025-09-25,terkenal.co.id
https://www.bloombergtechnoz.com/detail-news/85132/respons-kementerian-bumn-soal-kritikan-calon-direksi-asing-garuda,Respons Kementerian BUMN Soal Kritikan Calon Direksi Asing Garuda,2025-09-25,Bloomberg Technoz
https://posmetropadang.co.id/metro-bisnis/384248/garuda-indonesia-catat-kerugian-sebesar-rp-239-triliun-di-semester-i-2025/,"Garuda Indonesia Catat Kerugian Sebesar Rp 2,39 Triliun di Semester I-2025",2025-09-25,Posmetro Padang
https://www.bloombergtechnoz.com/detail-news/85069/alasan-danantara-lanjutkan-ide-merger-garuda-pelita-air,Alasan Danantara Lanjutkan Ide Merger Garuda-Pelita Air,2025-09-25,Bloomberg Technoz
https://www.tempo.co/foto/arsip/merger-pelita-air-garuda-indonesia-di-tengah-kerugian-membayangi-garuda-2073088,Merger Pelita Air-Garuda Indonesia di Tengah Kerugian Membayangi Garuda,2025-09-25,Tempo.co
https://www.inilah.com/laporan-keuangan-tunjukkan-penguatan-fundamental-saham-garuda-indonesia-meroket,"Laporan Keuangan Tunjukkan Penguatan Fundamental, Saham Garuda Indonesia Meroket",2025-09-25,Inilah.com
https://www.tempo.co/ekonomi/danantara-tanggapi-kabar-direktur-garuda-direkrut-dari-singapore-airlines-2073028,Danantara Tanggapi Kabar Direktur Garuda Direkrut dari Singapore Airlines,2025-09-25,Tempo.co
https://www.fortuneidn.com/business/bos-danantara-ketemu-boeing-di-as-nego-pembelian-pesawat-buat-garuda-00-my5jv-wk4v34,"Bos Danantara Temui Boeing di AS, Nego Pembelian Pesawat Buat Garuda",2025-09-25,FORTUNE Indonesia
https://www.tempo.co/ekonomi/garuda-indonesia-kembali-rugi-rp-2-3-triliun-lebih-besar-dari-tahun-lalu-2072887,"Garuda Indonesia Kembali Rugi Rp 2,3 Triliun, Lebih Besar dari Tahun Lalu",2025-09-25,Tempo.co
https://www.idntimes.com/business/economy/anggota-dpr-tolak-merger-garuda-pelita-dony-kita-hargai-pendapat-00-3m8tp-k2g5ml,"Anggota DPR Tolak Merger Garuda-Pelita, Dony: Kita Hargai Pendapat",2025-09-25,IDN Times
https://katadata.co.id/finansial/bursa/68d37663abb12/rugi-garuda-indonesia-giaa-bengkak-41-4-jadi-rp-2-39-triliun,"Rugi Garuda Indonesia (GIAA) Bengkak 41,4% Jadi Rp 2,39 Triliun",2025-09-24,Katadata.co.id
https://finance.detik.com/bursa-dan-valas/d-8127564/rugi-garuda-bengkak-jadi-rp-2-42-t-di-semester-i-2025,"Rugi Garuda Bengkak jadi Rp 2,42 T di Semester I 2025",2025-09-24,detikFinance
https://www.ch-aviation.com/news/158586-garuda-indonesia-to-lose-majority-in-mro-retain-control,"Garuda Indonesia to lose majority in MRO, retain control",2025-09-24,ch-aviation
https://en.tempo.co/read/2051467/garuda-indonesia-posts-us142-8-million-loss-in-first-half-of-2025,Garuda Indonesia Posts US$142.8 Million Loss in First Half of 2025,2025-09-24,Tempo.co English
https://monitorindonesia.com/ekonomi/read/2025/09/614411/garuda-disuntik-danantara-rp-6-6-t-tetap-rugi-dpr-bubarkan-saja,"Garuda Disuntik Danantara Rp 6,6 T Tetap Rugi, DPR: Bubarkan Saja!",2025-09-24,Monitor Indonesia
https://www.kompas.id/artikel/berat-sebelah-merger-garuda-indonesia-dan-pelita-air,Berat Sebelah Merger Garuda Indonesia dan Pelita Air,2025-09-24,Kompas.id
https://www.kompas.id/artikel/en-berat-sebelah-merger-garuda-indonesia-dan-pelita-air,The One-Sided Merger of Garuda Indonesia and Pelita Air,2025-09-24,Kompas.id
https://www.pikiran-rakyat.com/ekonomi/pr-019669605/laporan-keuangan-giaa-garuda-indonesia-rugi-rp239-triliun-pada-semester-i-2025?page=all,"Laporan Keuangan GIAA: Garuda Indonesia Rugi Rp2,39 Triliun pada Semester I 2025",2025-09-24,Pikiran Rakyat
https://market.bisnis.com/read/20250924/192/1914211/jelang-merger-pelita-air-garuda-giaa-rugi-rp233-triliun-di-semester-i2025,"Jelang Merger Pelita Air, Garuda (GIAA) Rugi Rp2,33 Triliun di Semester I/2025",2025-09-24,Bisnis.com
https://marwahkepri.com/2025/09/24/garuda-indonesia-rugi-rp-242-triliun-di-semester-i-2025-pendapatan-turun-448/,"Garuda Indonesia Rugi Rp 2,42 Triliun di Semester I 2025, Pendapatan Turun 4,48%",2025-09-24,Marwah Kepri
https://www.viva.co.id/bisnis/1850473-temui-bos-boeing-di-as-rosan-dan-dirut-garuda-bakal-nego-pembelian-pesawat,"Temui Bos Boeing di AS, Rosan dan Dirut Garuda Bakal Nego Pembelian Pesawat",2025-09-24,VIVA.co.id
https://www.liputan6.com/saham/read/6167097/rugi-garuda-indonesia-naik-hingga-juni-2025,Rugi Garuda Indonesia Naik hingga Juni 2025,2025-09-24,Liputan6.com
https://www.cnnindonesia.com/ekonomi/20250922182452-92-1276487/garuda-indonesia-beli-pesawat-baru-total-punya-78-armada,"Garuda Indonesia Beli Pesawat Baru, Total Punya 78 Armada",2025-09-23,CNN Indonesia
https://www.liputan6.com/bisnis/read/6165793/usai-restrukturisasi-garuda-indonesia-kembali-diakui-dunia,"Usai Restrukturisasi, Garuda Indonesia Kembali Diakui Dunia",2025-09-23,Liputan6.com
https://video.kompas.com/watch/1877474/pesawat-garuda-ga-313-muncul-api-dan-mesin-mati-penumpang-ungkap-momen-menegangkan,"Pesawat Garuda GA-313 Muncul Api dan Mesin Mati, Penumpang Ungkap Momen Menegangkan",2025-09-23,Kompas.com
https://www.liputan6.com/bisnis/read/6165534/garuda-indonesia-tambah-7-pesawat-baru-terbanyak-pasca-pandemi-covid-19,"Garuda Indonesia Tambah 7 Pesawat Baru, Terbanyak Pasca Pandemi COVID-19",2025-09-23,Liputan6.com
https://www.liputan6.com/bisnis/read/6165308/garuda-indonesia-mau-tambah-7-pesawat-tahun-ini-5-armada-sudah-jalan,"Garuda Indonesia Mau Tambah 7 Pesawat Tahun Ini, 5 Armada Sudah Jalan",2025-09-23,Liputan6.com
https://ekonomi.bisnis.com/read/20250923/98/1913782/bos-garuda-giaa-ikut-prabowo-ke-as-untuk-nego-pembelian-pesawat-boeing,Bos Garuda (GIAA) Ikut Prabowo ke AS untuk Nego Pembelian Pesawat Boeing,2025-09-23,Bisnis.com
https://finance.detik.com/berita-ekonomi-bisnis/d-8124113/garuda-tambah-7-pesawat-baru-tahun-ini,Garuda Tambah 7 Pesawat Baru Tahun Ini,2025-09-23,detikFinance
https://www.kompas.com/tren/read/2025/09/20/113000665/viral-video-pesawat-garuda-indonesia-keluar-api-saat-terbang-ini-kata?page=all,"Viral Video Pesawat Garuda Indonesia Keluar Api Saat Terbang, Ini Kata Maskapai",2025-09-23,Kompas.com
https://en.tempo.co/read/2050959/garuda-indonesia-to-launch-new-halim-palembang-route-by-end-of-2025,Garuda Indonesia to Launch New Halim-Palembang Route by End of 2025,2025-09-23,Tempo.co
https://www.tempo.co/ekonomi/bos-garuda-soal-target-menambah-7-pesawat-tahun-ini-terbanyak-sejak-pandemi-2072140,Bos Garuda soal Target Menambah 7 Pesawat Tahun Ini: Terbanyak Sejak Pandemi,2025-09-23,Tempo.co
https://www.cnbcindonesia.com/market/20250923085413-17-669301/ini-reaksi-bos-garuda-dituding-jual-jam-penerbangan-harga-miliaran,Ini Reaksi Bos Garuda Dituding Jual Jam Penerbangan Harga Miliaran,2025-09-23,CNBC Indonesia
https://money.kompas.com/read/2025/09/22/112853726/bareng-prabowo-di-as-dirut-garuda-nego-kelanjutan-rencana-pembelian-pesawat,"Bareng Prabowo di AS, Dirut Garuda Nego Kelanjutan Rencana Pembelian Pesawat Boeing",2025-09-23,Kompas.com
https://avitrader.com/2025/09/19/turkish-technic-expands-mro-ties-with-garuda-indonesia-and-citilink/,Turkish Technic expands MRO ties with Garuda Indonesia and Citilink,2025-09-23,AviTrader Aviation News
https://www.liputan6.com/bisnis/read/6165373/garuda-indonesia-bakal-pangkas-rute-penerbangan-tak-menguntungkan,Garuda Indonesia Bakal Pangkas Rute Penerbangan Tak Menguntungkan,2025-09-23,Liputan6.com
https://www.dealstreetasia.com/stories/garuda-indonesia-pelita-air-merger-456420,Garuda Indonesia-Pelita Air merger plan gets new life but doubts linger,2025-09-23,DealStreetAsia
https://liveandletsfly.com/garuda-indonesia-a330-900neo/,Does Garuda Indonesia Schedule A330-900neo In Advance?,2025-09-23,Live and Let's Fly
https://www.kompas.com/jawa-timur/read/2025/09/21/083033188/detik-detik-pesawat-garuda-ga-313-muncul-api-dan-mesin-mati-penumpang?page=all,"Detik-detik Pesawat Garuda GA-313 Muncul Api dan Mesin Mati, Penumpang Ungkap Suasana Mencekam",2025-09-23,Kompas.com
https://finance.detik.com/berita-ekonomi-bisnis/d-8125158/ri-tancap-gas-nego-50-pesawat-boeing,RI Tancap Gas Nego 50 Pesawat Boeing,2025-09-23,detikFinance
https://www.liputan6.com/bisnis/read/6163942/kronologi-pesawat-garuda-indonesia-dikabarkan-mati-mesin-di-udara,Kronologi Pesawat Garuda Indonesia Dikabarkan Mati Mesin di Udara,2025-09-23,Liputan6.com
https://tirto.id/garuda-klarifikasi-soal-mafia-jual-beli-slot-jam-penerbangan-hibw,Garuda Klarifikasi soal Mafia Jual-Beli Slot Jam Penerbangan,2025-09-23,Tirto.id
https://www.cnbcindonesia.com/market/20250922113157-17-669023/bos-garuda-ikut-prabowo-ke-as-mau-nego-beli-pesawat-boeing,"Bos Garuda Ikut Prabowo ke AS, Mau Nego Beli Pesawat Boeing",2025-09-23,CNBC Indonesia
https://indonesiabusinesspost.com/5235/corporate-affairs/danantara-mulls-merger-of-pelita-air-and-garuda-indonesia,Danantara mulls merger of Pelita Air and Garuda Indonesia,2025-09-16,Indonesia Business Post
https://www.thejakartapost.com/business/2025/09/12/pertamina-exploring-pelita-air-garuda-indonesia-merger.html,Pertamina exploring Pelita Air-Garuda Indonesia merger,2025-09-16,The Jakarta Post
https://en.tempo.co/read/2049284/garuda-indonesia-says-pelita-air-merger-plan-still-in-exploration-stage,Garuda Indonesia Says Pelita Air Merger Plan Still in Exploration Stage,2025-09-16,Tempo.co English
https://en.tempo.co/read/2049327/danantara-still-assessing-merger-plans-for-garuda-indonesia-and-pelita-air,Danantara Still Assessing Merger Plans for Garuda Indonesia and Pelita Air,2025-09-16,Tempo.co English
https://www.ch-aviation.com/news/158344-jakarta-eyes-pelita-air-garuda-indonesia-merger,Jakarta eyes Pelita Air-Garuda Indonesia merger,2025-09-16,ch-aviation
https://marketing.co.id/5-tips-memilih-tiket-pesawat-garuda-indonesia-dengan-harga-terjangkau/,5 Tips Memilih Tiket Pesawat Garuda Indonesia dengan Harga Terjangkau,2025-09-16,Marketing.co.id
https://en.tempo.co/read/2048189/pertamina-to-divest-pelita-air-for-merger-with-garuda-indonesia,Pertamina to Divest Pelita Air for Merger with Garuda Indonesia,2025-09-16,Tempo.co
https://diskominfo.sumutprov.go.id/page/berita/gubernur-bobby-nasution-ajak-garuda-indonesia-promosikan-kekayaan-sumut,Gubernur Bobby Nasution Ajak Garuda Indonesia Promosikan Kekayaan Sumut,2025-09-09,Diskominfo Provsu
https://www.liputan6.com/bisnis/read/6146027/garuda-indonesia-umrah-festival-resmi-digelar-sediakan-49-ribu-kursi-penerbangan,"Garuda Indonesia Umrah Festival Resmi Digelar, Sediakan 49 Ribu Kursi Penerbangan",2025-08-30,Liputan6.com
https://australianaviation.com.au/2025/09/garuda-indonesia-adds-more-sydney-and-melbourne-services/,Garuda Indonesia adds more Sydney and Melbourne services,2025-08-30,Australian Aviation
https://www.marketing-interactive.com/garuda-indonesia-presents-special-livery-with-cap-bali-exclusive-passenger-experience,"Garuda Indonesia presents special livery with Cap Bali, exclusive passenger experience",2025-08-30,Marketing-Interactive
https://karryon.com.au/industry-news/airline/bali-new-aussie-services/,Flag airline doubles down on Bali demand with new Aussie services,2025-08-30,Karryon
https://radarmalioboro.jawapos.com/lesehan/2226464213/karya-seni-erica-ricardo-hiasi-badan-pesawat-garuda-kolaborasi-unik-untuk-hut-ke-80-ri,Karya Seni Erica Ricardo Hiasi Badan Pesawat Garuda: Kolaborasi Unik untuk HUT ke-80 RI - Radar Malioboro,2025-08-30,Radar Malioboro
https://www.fimela.com/lifestyle/read/6142371/lukisan-budaya-nusantara-di-pesawat-garuda-indonesia-hiasi-langit-indonesia-di-momen-hut-ke-80-ri,Lukisan Budaya Nusantara di Pesawat Garuda Indonesia Hiasi Langit Indonesia di Momen HUT ke-80 RI,2025-08-30,Fimela.com
https://www.liputan6.com/lifestyle/read/6134040/livery-garuda-indonesia-spesial-hut-ke-80-ri-dilukis-manual-langsung-di-hanggar-pesawat,"Livery Garuda Indonesia Spesial HUT ke-80 RI, Dilukis Manual Langsung di Hanggar Pesawat",2025-08-30,Liputan6.com
https://www.tempo.co/ekonomi/ragam-promo-tiket-pesawat-spesial-hut-ke-80-ri-citilink-hingga-garuda-2057438,"Ragam Promo Tiket Pesawat Spesial HUT ke-80 RI, Citilink hingga Garuda",2025-08-30,Tempo.co
https://asia.nikkei.com/business/transportation/struggling-airline-garuda-to-double-fleet-with-indonesia-s-state-backing,Struggling airline Garuda to double fleet with Indonesia's state backing,2025-08-30,Nikkei Asia
https://sumselprov.go.id/detail/berita/herman-deru-minta-penerbangan-garuda-indonesia-di-bandara-smb-ii-ditambah/baru,Herman Deru Minta Penerbangan Garuda Indonesia di Bandara SMB II Ditambah,2025-08-30,Pemerintah Provinsi Sumatera Selatan
https://travel.detik.com/travel-news/d-8066542/garuda-pamer-livery-pesawat-baru-peringati-hut-ri-ke-80,Garuda Pamer Livery Pesawat Baru Peringati HUT RI ke-80,2025-08-30,detikTravel
https://www.suara.com/lifestyle/2025/08/11/150257/promo-tiket-pesawat-garuda-spesial-hut-ke-80-ri-potongan-harga-hingga-rp-800-ribu,"Promo Tiket Pesawat Garuda Spesial HUT ke-80 RI, Potongan Harga hingga Rp 800 Ribu",2025-08-30,Suara.com
https://www.travelandtourworld.com/news/article/japan-garuda-indonesia-spicejet-pal-and-thai-vietjet-air-cancel-multiple-flights-amid-severe-weather-disrupting-travel-plans-across-asia-and-the-middle-east/,"Japan, Garuda Indonesia, SpiceJet, PAL, and Thai VietJet Air Cancel Multiple Flights Amid Severe Weather, Disrupting Travel Plans Across Asia and the Middle East",2025-08-30,Travel And Tour World
https://www.travelandtourworld.com/news/article/garuda-indonesia-and-batik-air-face-new-travel-disruptions-with-more-than-10-flight-cancellations-across-indonesia-leaving-passengers-stranded-at-jakarta-yogyakarta-surabaya-and-padang-heres-what/,"Garuda Indonesia And Batik Air Face New Travel Disruptions With More Than 10 Flight Cancellations Across Indonesia Leaving Passengers Stranded At Jakarta, Yogyakarta, Surabaya And Padang: Here’s What You Need To Know",2025-08-30,Travel And Tour World
https://www.metrotvnews.com/read/kELCzdwq-garuda-indonesia-bidik-penjualan-49-ribu-kursi-dari-penerbangan-umrah,Garuda Indonesia Bidik Penjualan 49 Ribu Kursi dari Penerbangan Umrah,2025-08-30,MetroTVNews.com
https://travel.detik.com/travel-news/d-8087081/cerita-tiara-andini-menolak-tukar-kursi-sama-menteri-di-pesawat-garuda,Cerita Tiara Andini Menolak Tukar Kursi sama 'Menteri' di Pesawat Garuda,2025-08-30,detikTravel
https://palembang.go.id/berita/pemkot-palembang-siap-bersinergi-dengan-pt-garuda-indonesia-dukung-sektor-umkm,Pemkot Palembang Siap Bersinergi dengan PT. Garuda Indonesia Dukung Sektor UMKM,2025-08-30,Pemerintah Kota Palembang
https://money.kompas.com/read/2025/08/31/193000326/pesawat-garuda-indonesia-delay-di-beberapa-kota-imbas-demonstrasi-,"Pesawat Garuda Indonesia Delay di Beberapa Kota, Imbas Demonstrasi?",2025-08-30,Kompas.com
https://banten.idntimes.com/news/business/hut-ri-ke-80-keberagaman-indonesia-dilukis-di-pesawat-garuda-01-h9ml6-h4jyx3,"HUT RI ke-80, Keberagaman Indonesia Dilukis di Pesawat Garuda",2025-08-30,IDN Times Banten
https://www.liputan6.com/bisnis/read/6140188/garuda-indonesia-gelar-promo-penerbangan-umrah-harga-tiket-mulai-segini,"Garuda Indonesia Gelar Promo Penerbangan Umrah, Harga Tiket Mulai Segini",2025-08-30,Liputan6.com
https://radarbekasi.id/2025/09/01/tiara-andini-curhat-soal-kursi-pesawat-garuda-yang-diincar-seorang-menteri/,Tiara Andini Curhat Soal Kursi Pesawat Garuda yang Diincar Seorang Menteri,2025-08-30,Radarbekasi.id
https://oto.detik.com/mobil/d-8078024/ada-mitsubishi-destinator-di-pesawat-garuda-indonesia,Ada 'Mitsubishi Destinator' di Pesawat Garuda Indonesia,2025-08-30,detikOto
https://www.tempo.co/ekonomi/garuda-buka-rute-penerbangan-baru-halim-bali-2054665,Garuda Buka Rute Penerbangan Baru: Halim-Bali,2025-08-04,Tempo.co
https://www.travelandtourworld.com/news/article/garuda-indonesia-and-singapore-airlines-expands-partnership-with-new-joint-sales-and-codeshare-routes-heres-what-you-need-to-know/,"Garuda Indonesia and Singapore Airlines, Expands Partnership with New Joint Sales and Codeshare Routes: Here’s What You Need To Know",2025-08-04,Travel And Tour World
https://www.futuretravelexperience.com/2025/08/singapore-airlines-and-garuda-indonesia-deepen-cooperation-with-enhanced-product-offerings-and-customer-benefits/,Singapore Airlines and Garuda Indonesia deepen cooperation with enhanced product offerings and customer benefits,2025-08-04,Future Travel Experience
https://en.tempo.co/read/2035813/garuda-indonesia-launches-new-jakarta-bali-flight-route-via-halim-airport,Garuda Indonesia Launches New Jakarta-Bali Flight Route via Halim Airport,2025-08-04,Tempo.co
https://www.travelandleisureasia.com/my/news/garuda-indonesia-singapore-airlines-strengthening-collaboration/,Garuda Indonesia And SIA Strengthen Partnership: What Travellers Need To Know,2025-08-02,Travel and Leisure Asia
https://en.traicy.com/posts/2025080226255/,Singapore Airlines and Garuda Indonesia Strengthen Partnership,2025-08-02,TRAICY Global
