link,judul,tanggal,portal,tag
https://www.suara.com/bisnis/2025/07/23/194411/garuda-indonesia-mau-tambah-pesawat-boeing-danantara-bagian-restrukturisasi,"Garuda Indonesia Mau Tambah Pesawat Boeing, Danantara: Bagian Restrukturisasi!",2025-07-23 00:00:00,Suara.com,Keuangan
https://www.tempo.co/ekonomi/perkembangan-proses-pembelian-pesawat-boeing-oleh-garuda-2049921,Perkembangan Proses Pembelian Pesawat Boeing oleh Garuda,2025-07-23 00:00:00,Tempo.co,Lainnya
https://www.tempo.co/ekonomi/dari-mana-uang-garuda-indonesia-untuk-membeli-50-pesawat-boeing--2049716,Dari Mana Uang Garuda Indonesia untuk Membeli 50 Pesawat Boeing?,2025-07-23 00:00:00,Tempo.co,Lainnya
https://finance.detik.com/berita-ekonomi-bisnis/d-8024394/persiapan-garuda-borong-50-pesawat-boeing-dari-sumber-uang-tambah-rute,Persiapan Garuda Borong 50 Pesawat Boeing: Dari Sumber Uang-Tambah Rute,2025-07-23 00:00:00,detikFinance,Rute/Operasional
https://www.dw.com/id/50-pesawat-baru-garuda-strategi-pemulihan-atau-beban-baru/a-73377689,50 Pesawat Baru Garuda: Strategi Pemulihan atau Beban Baru?,2025-07-23 00:00:00,DW,Lainnya
https://www.medcom.id/ekonomi/bisnis/eN4mP35b-garuda-indonesia-masih-proses-nego-pembelian-50-pesawat-boeing,Garuda Indonesia Masih Proses Nego Pembelian 50 Pesawat Boeing,2025-07-23 00:00:00,Medcom.id,Lainnya
https://finance.detik.com/berita-ekonomi-bisnis/d-8023307/menakar-kebutuhan-garuda-borong-50-pesawat-boeing,Menakar Kebutuhan Garuda Borong 50 Pesawat Boeing,2025-07-22 00:00:00,detikFinance,Lainnya
https://money.kompas.com/read/2025/07/22/073800726/airlangga-ungkap-perkembangan-rencana-garuda-beli-50-pesawat-boeing,Airlangga Ungkap Perkembangan Rencana Garuda Beli 50 Pesawat Boeing,2025-07-22 00:00:00,Kompas.com,Lainnya
https://www.tempo.co/ekonomi/bos-garuda-indonesia-ungkap-perkembangan-pembelian-50-pesawat-boeing-777-2049228,Bos Garuda Indonesia Ungkap Perkembangan Pembelian 50 Pesawat Boeing 777,2025-07-22 00:00:00,Tempo.co,Lainnya
https://finance.detik.com/berita-ekonomi-bisnis/d-8023313/mau-borong-50-pesawat-boeing-garuda-belum-ada-pembayaran-apapun,"Mau Borong 50 Pesawat Boeing, Garuda: Belum Ada Pembayaran Apapun!",2025-07-22 00:00:00,detikFinance,Lainnya
https://travel.detik.com/travel-news/d-8023664/menko-airlangga-hartarto-beberkan-rencana-garuda-beli-50-pesawat-boeing,Menko Airlangga Hartarto Beberkan Rencana Garuda Beli 50 Pesawat Boeing,2025-07-22 00:00:00,detikTravel,Lainnya
https://www.liputan6.com/saham/read/6111542/soal-pembelian-pesawat-boeing-ini-penjelasan-garuda-indonesia,"Soal Pembelian Pesawat Boeing, Ini Penjelasan Garuda Indonesia",2025-07-22 00:00:00,Liputan6.com,Lainnya
https://dishub.acehprov.go.id/2025/07/22/gubernur-minta-garuda-indonesia-terbangi-umrah-langsung-dari-banda-aceh/,Gubernur Minta Garuda Indonesia Terbangi Umrah Langsung dari Banda Aceh,2025-07-22 00:00:00,Pemerintahan Aceh,Lainnya
https://momsmoney.kontan.co.id/news/sotf-2025-harga-tiket-pesawat-garuda-jakarta-jepang-pp-mulai-rp-56-jutaan,"SOTF 2025, Harga Tiket Pesawat Garuda Jakarta - Jepang PP mulai Rp 5,6 Jutaan",2025-07-22 00:00:00,kontan.co.id,Lainnya
https://www.cnbcindonesia.com/market/20250722085435-17-651079/beli-50-pesawat-boeing-garuda-sudah-bayar-dp,"Beli 50 Pesawat Boeing, Garuda Sudah Bayar DP",2025-07-22 00:00:00,CNBC Indonesia,Lainnya
https://www.suara.com/bisnis/2025/07/22/082507/bos-garuda-indonesia-beberkan-sumber-dana-pembelian-50-pesawat-boeing,Bos Garuda Indonesia Beberkan Sumber Dana Pembelian 50 Pesawat Boeing,2025-07-22 00:00:00,Suara.com,Lainnya
https://en.antaranews.com/news/367977/garuda-indonesia-boeing-still-negotiating-aircraft-deal-hartarto,"Garuda Indonesia, Boeing still negotiating aircraft deal: Hartarto",2025-07-22 00:00:00,ANTARA News,Lainnya
https://money.kompas.com/read/2025/07/22/121647726/negosiasi-pembelian-50-pesawat-boeing-masih-jalan-garuda-sudah-bayar-dp,"Negosiasi Pembelian 50 Pesawat Boeing Masih Jalan, Garuda Sudah Bayar DP",2025-07-22 00:00:00,Kompas.com,Lainnya
https://www.tempo.co/ekonomi/rencana-garuda-indonesia-beli-pesawat-boeing-airlangga-masih-negosiasi-b2b-2049150,"Rencana Garuda Indonesia Beli Pesawat Boeing, Airlangga: Masih Negosiasi B2B",2025-07-21 00:00:00,Tempo.co,Lainnya
https://travel.detik.com/travel-news/d-8019718/menyoal-garuda-borong-50-pesawat-boeing,Menyoal Garuda Borong 50 Pesawat Boeing,2025-07-20 00:00:00,detikTravel,Lainnya
https://www.cnbcindonesia.com/market/20250719201855-17-650567/penjelasan-garuda-soal-beli-50-pesawat-boeing-buat-nego-tarif,Penjelasan Garuda soal Beli 50 Pesawat Boeing Buat Nego Tarif,2025-07-19 00:00:00,CNBC Indonesia,Lainnya
https://www.cnnindonesia.com/ekonomi/20250718161304-92-1252260/garuda-indonesia-masih-cari-dana-buat-beli-50-pesawat-boeing,Garuda Indonesia Masih Cari Dana Buat Beli 50 Pesawat Boeing,2025-07-18 00:00:00,CNN Indonesia,Lainnya
https://www.cnnindonesia.com/ekonomi/20250718163808-92-1252272/garuda-indonesia-ngaku-butuh-120-pesawat-semua-dipasok-boeing,"Garuda Indonesia Ngaku Butuh 120 Pesawat, Semua Dipasok Boeing?",2025-07-18 00:00:00,CNN Indonesia,Lainnya
https://www.liputan6.com/bisnis/read/6108329/garuda-indonesia-mau-borong-pesawat-boeing-bos-danantara-asal-sesuai-pemerintah,"Garuda Indonesia Mau Borong Pesawat Boeing, Bos Danantara: Asal Sesuai Pemerintah",2025-07-18 00:00:00,Liputan6.com,Lainnya
https://industri.kontan.co.id/news/dibanding-impor-boeing-777-dari-as-pengamat-ungkap-garuda-perlu-pesawat-jenis-ini,"Dibanding Impor Boeing 777 dari AS, Pengamat Ungkap Garuda Perlu Pesawat Jenis Ini",2025-07-17 00:00:00,kontan.co.id,Lainnya
https://ekonomi.bisnis.com/read/20250717/98/1894157/garuda-giaa-bahas-impor-pesawat-boeing-usai-ri-as-deal-tarif-trump,Garuda (GIAA) Bahas Impor Pesawat Boeing usai RI-AS Deal Tarif Trump,2025-07-17 00:00:00,Bisnis.com,Lainnya
https://mediaindonesia.com/ekonomi/792409/garuda-indonesia-intensif-bahas-pembelian-50-pesawat-boeing,Garuda Indonesia Intensif Bahas Pembelian 50 Pesawat Boeing,2025-07-17 00:00:00,Media Indonesia,Lainnya
https://travel.detik.com/travel-news/d-8016203/mengintip-koleksi-pesawat-garuda-indonesia-punya-berapa-boeing,"Mengintip Koleksi Pesawat Garuda Indonesia, Punya Berapa Boeing?",2025-07-17 00:00:00,detikTravel,Lainnya
https://www.metrotvnews.com/read/N4EC4DDR-tindak-lanjut-negosiasi-tarif-trump-garuda-mulai-bahas-pembelian-50-pesawat-boeing,"Tindak Lanjut Negosiasi Tarif Trump, Garuda Mulai Bahas Pembelian 50 Pesawat Boeing",2025-07-17 00:00:00,MetroTVNews.com,Lainnya
https://industri.kontan.co.id/news/garuda-indonesia-buka-suara-soal-impor-50-pesawat-boeing,Garuda Indonesia Buka Suara Soal Impor Pesawat Boeing dari AS,2025-07-17 00:00:00,kontan.co.id,Lainnya
https://www.cnbcindonesia.com/market/20250716162700-17-649718/garuda-beli-50-pesawat-boeing-prabowo-kita-butuh-pesawat-baru,"Garuda Beli 50 Pesawat Boeing, Prabowo: Kita Butuh Pesawat Baru",2025-07-16 00:00:00,CNBC Indonesia,Lainnya
https://en.antaranews.com/news/366825/50-new-boeing-jets-for-garuda-in-landmark-indonesia-us-deal-prabowo,50 new Boeing jets for Garuda in landmark Indonesia-US deal: Prabowo,2025-07-16 00:00:00,ANTARA News,Lainnya
https://www.kompas.com/tren/read/2025/07/11/070000265/hari-ini-dalam-sejarah--61-orang-tewas-usai-pesawat-garuda-tabrak-gunung?page=all,"Hari Ini dalam Sejarah: 61 Orang Tewas Usai Pesawat Garuda Tabrak Gunung, Diduga Salah Arah - Kompas.com",2025-07-11 00:00:00,Kompas.com,Lainnya
https://finance.detik.com/berita-ekonomi-bisnis/d-8004747/garuda-borong-79-pesawat-dari-boeing-menhub-beri-lampu-hijau,"Garuda Borong 79 Pesawat dari Boeing, Menhub Beri Lampu Hijau",2025-07-10 00:00:00,detikFinance,Lainnya
https://www.liputan6.com/bisnis/read/6101798/garuda-indonesia-mau-borong-79-pesawat-boeing-menhub-kami-tak-batasi,"Garuda Indonesia Mau Borong 79 Pesawat Boeing, Menhub: Kami Tak Batasi",2025-07-10 00:00:00,Liputan6.com,Lainnya
https://www.liputan6.com/bisnis/read/6100091/nego-tarif-trump-garuda-indonesia-mau-borong-pesawat-boeing,"Nego Tarif Trump, Garuda Indonesia Mau Borong Pesawat Boeing",2025-07-09 00:00:00,Liputan6.com,Lainnya
https://money.kompas.com/read/2025/07/08/195236326/menhub-dukung-garuda-indonesia-tambah-pesawat,Menhub Dukung Garuda Indonesia Tambah Pesawat,2025-07-08 00:00:00,Kompas.com,Lainnya
https://finance.detik.com/berita-ekonomi-bisnis/d-8002212/respons-menhub-soal-kabar-garuda-mau-beli-pesawat-boeing,Respons Menhub soal Kabar Garuda Mau Beli Pesawat Boeing,2025-07-08 00:00:00,"detikFinance - Berita Ekonomi Bisnis, dan Investasi Hari Ini",Lainnya
https://www.tempo.co/data/data/tipe-pesawat-milik-garuda-indonesia-1935414,Tipe Pesawat Milik Garuda Indonesia,2025-07-08 00:00:00,Tempo.co,Lainnya
https://www.kompas.id/artikel/garuda-indonesia-berencana-datangkan-puluhan-pesawat-boeing,"Garuda Indonesia Berencana Datangkan Puluhan Pesawat Boeing, Untung atau Buntung?",2025-07-04 00:00:00,Kompas.id,Lainnya
https://www.inilah.com/perkuat-bisnis-penerbangan-garuda-indonesia-bakal-borong-pesawat-boeing-50-75-unit,Perkuat Bisnis Penerbangan. Garuda Indonesia Bakal Borong Pesawat Boeing 50-75 Unit,2025-07-04 00:00:00,Inilah.com,Rute/Operasional
https://www.tempo.co/ekonomi/asita-konsumen-tak-nyaman-dengan-kacaunya-penerbangan-garuda-1779088,ASITA: Konsumen Tak Nyaman dengan Kacaunya Penerbangan Garuda,2025-07-02 00:00:00,Tempo.co,Rute/Operasional
https://deskjabar.pikiran-rakyat.com/ekbis/pr-1139462112/inilah-pesawat-baru-garuda-indonesia-boeing-737-max-8-pk-gdc-ini-spesifikasi-dan-karakteristik?page=all,"Inilah Pesawat Baru Garuda Indonesia, Boeing 737 Max 8 PK-GDC, Ini Spesifikasi dan Karakteristik - Desk Jabar",2025-07-01 00:00:00,Desk Jabar,Lainnya
https://money.kompas.com/read/2025/07/01/200300226/tekan-harga-tiket-pesawat-garuda-hingga-lion-air-minta-rute-penerbangan-yang,"Tekan Harga Tiket Pesawat, Garuda hingga Lion Air Minta Rute Penerbangan yang Lebih Pendek",2025-07-01 00:00:00,Kompas.com,Rute/Operasional
https://www.liputan6.com/bisnis/read/6092362/usai-disetop-garuda-indonesia-kembali-operasikan-penerbangan-jakarta-doha,"Usai Disetop, Garuda Indonesia Kembali Operasikan Penerbangan Jakarta-Doha",2025-06-30 00:00:00,Liputan6.com,Rute/Operasional
https://en.tempo.co/read/2022303/garuda-indonesia-reopens-jakarta-doha-flights,Garuda Indonesia Reopens Jakarta-Doha Flights,2025-06-28 00:00:00,Tempo.co,Lainnya
https://www.tempo.co/ekonomi/garuda-indonesia-kembali-buka-rute-penerbangan-jakarta-doha--1835256,Garuda Indonesia Kembali Buka Rute Penerbangan Jakarta-Doha,2025-06-28 00:00:00,Tempo.co,Rute/Operasional
https://www.tempo.co/ekonomi/garuda-indonesia-buka-penerbangan-jakarta-doha-1835332,Garuda Indonesia Buka Penerbangan Jakarta-Doha,2025-06-28 00:00:00,Tempo.co,Rute/Operasional
https://en.antaranews.com/news/362593/qatar-airspace-reopens-garuda-indonesias-jakarta-doha-flights-resume,"Qatar airspace reopens, Garuda Indonesias Jakarta-Doha flights resume",2025-06-28 00:00:00,ANTARA News,Lainnya
https://www.thestar.com.my/business/business-news/2025/06/27/danantara-pumps-trillions-into-garuda-indonesia,Danantara pumps trillions into Garuda Indonesia,2025-06-27 00:00:00,The Star,Lainnya
https://www.tempo.co/ekonomi/garuda-indonesia-targetkan-bisa-operasikan-120-pesawat-hingga-2030-1805193,Garuda Indonesia Targetkan Bisa Operasikan 120 Pesawat hingga 2030,2025-06-25 00:00:00,Tempo.co,Lainnya
https://en.tempo.co/read/2021236/garuda-indonesia-halts-jakarta-doha-flights-amid-iran-israel-war,Garuda Indonesia Halts Jakarta-Doha Flights Amid Iran-Israel War,2025-06-25 00:00:00,Tempo.co,Lainnya
https://katadata.co.id/berita/industri/685b596158ecd/garuda-bakal-operasikan-120-pesawat-usai-dapat-kucuran-dana-dari-danantara,Garuda Bakal Operasikan 120 Pesawat Usai Dapat Kucuran Dana dari Danantara,2025-06-25 00:00:00,Katadata.co.id,Lainnya
https://en.tempo.co/read/2021295/danantara-injects-rp6-65tn-in-capital-into-garuda-indonesia-via-shareholder-loan,Danantara Injects Rp6.65tn in Capital into Garuda Indonesia via Shareholder Loan,2025-06-25 00:00:00,Tempo.co,Lainnya
https://www.tribunnews.com/bisnis/2025/06/25/garuda-indonesia-tangguhkan-penerbangan-ke-doha-imbas-penutupan-wilayah-udara-qatar,Garuda Indonesia Tangguhkan Penerbangan ke Doha Imbas Penutupan Wilayah Udara Qatar,2025-06-25 00:00:00,Tribunnews.com,Rute/Operasional
https://indonesiabusinesspost.com/4594/policy-and-governance/danantara-injects-us-405-million-into-garuda-indonesia,Danantara injects US$405 million into Garuda Indonesia,2025-06-24 00:00:00,Indonesia Business Post,Lainnya
https://jakartaglobe.id/business/garuda-indonesia-secures-405-million-loan-from-danantara,Garuda Indonesia Secures $405 Million Loan from Danantara,2025-06-24 00:00:00,Jakarta Globe,Lainnya
https://www.antaranews.com/berita/4922205/garuda-indonesia-diproyeksi-operasikan-120-pesawat-hingga-2030?page=all,Garuda Indonesia diproyeksi operasikan 120 pesawat hingga 2030,2025-06-24 00:00:00,ANTARA News,Lainnya
https://www.beritasatu.com/ekonomi/2898632/garuda-indonesia-targetkan-operasikan-120-pesawat-pada-2030,Garuda Indonesia Targetkan Operasikan 120 Pesawat pada 2030,2025-06-24 00:00:00,BeritaSatu.com,Lainnya
https://www.forbes.com/sites/yessarrosendar/2025/06/24/billionaire-chairul-tanjung-backed-garuda-indonesia-gets-408-million-loan-from-danantara/,Billionaire Chairul Tanjung-Backed Garuda Indonesia Gets $408 Million Loan From Danantara,2025-06-24 00:00:00,Forbes,Lainnya
https://www.merdeka.com/uang/penerbangan-garuda-ke-qatar-dihentikan-sementara-pesawat-sempat-putar-balik-431938-mvk.html,"Penerbangan Garuda ke Qatar Dihentikan Sementara, Pesawat Sempat Putar Balik",2025-06-24 00:00:00,Merdeka.com,Rute/Operasional
https://www.liputan6.com/bisnis/read/6060526/garuda-indonesia-tutup-penerbangan-ke-doha-qatar-sepekan-imbas-konflik-iran-israel,Garuda Indonesia Tutup Penerbangan ke Doha Qatar Sepekan Imbas Konflik Iran-Israel,2025-06-24 00:00:00,Liputan6.com,Rute/Operasional
https://www.merdeka.com/uang/garuda-indonesia-diproyeksi-operasikan-120-pesawat-hingga-2030-apa-saja-rencananya-431978-mvk.html,"Garuda Indonesia Diproyeksi Operasikan 120 Pesawat Hingga 2030, Apa Saja Rencananya?",2025-06-24 00:00:00,Merdeka.com,Lainnya
https://finance.detik.com/berita-ekonomi-bisnis/d-7980794/garuda-bakal-operasikan-120-pesawat,Garuda Bakal Operasikan 120 Pesawat,2025-06-24 00:00:00,detikFinance,Lainnya
https://www.suara.com/bisnis/2025/06/24/175816/pesawat-putar-balik-garuda-indonesia-stop-sementara-penerbangan-ke-doha,"Pesawat Putar Balik, Garuda Indonesia Stop Sementara Penerbangan ke Doha",2025-06-24 00:00:00,Suara.com,Rute/Operasional
https://en.antaranews.com/news/361685/danantara-injects-us405-million-into-garuda-indonesia,Danantara injects US$405 million into Garuda Indonesia,2025-06-24 00:00:00,ANTARA News,Lainnya
https://www.malukuterkini.com/2025/06/22/gagal-mendarat-di-ambon-garuda-alihkan-pendaratan-di-kendari-lalu-ke-makassar/,"Gagal Mendarat di Ambon, Garuda Alihkan Pendaratan di Kendari Lalu ke Makassar",2025-06-22 00:00:00,MalukuTerkini.com,Lainnya
https://news.batampos.co.id/ini-hasil-investigasi-hilangnya-iphone-penumpang-di-pesawat-garuda-indonesia/,Ini Hasil Investigasi Hilangnya iPhone Penumpang di Pesawat Garuda Indonesia,2025-06-21 00:00:00,Batam Pos,Lainnya
https://travel.detik.com/travel-news/d-7974959/hasil-investigasi-garuda-soal-penumpang-hilang-hp-di-penerbangan-melbourne,Hasil Investigasi Garuda Soal Penumpang Hilang HP di Penerbangan Melbourne,2025-06-21 00:00:00,detikTravel,Rute/Operasional
https://regional.kompas.com/read/2025/06/21/190348678/kecepatan-angin-capai-23-knot-pesawat-garuda-tujuan-jakartaambon-dialihkan,"Kecepatan Angin Capai 23 Knot, Pesawat Garuda Tujuan Jakarta–Ambon Dialihkan ke Kendari",2025-06-21 00:00:00,Kompas.com,Lainnya
https://indoaviation.asia/penyelidikan-selesai-garuda-indonesia-tak-ada-indikasi-awak-pesawat-mencuri-iphone-penumpang/,"Penyelidikan Selesai, Garuda Indonesia: Tak Ada Indikasi Awak Pesawat Mencuri IPhone Penumpang",2025-06-20 00:00:00,IndoAviation Plus,Lainnya
https://www.tempo.co/ekonomi/hp-penumpang-hilang-garuda-indonesia-tak-ada-bukti-keterlibatan-awak-kabin-1755501,"HP Penumpang Hilang, Garuda Indonesia: Tak Ada Bukti Keterlibatan Awak Kabin",2025-06-20 00:00:00,Tempo.co,Lainnya
https://www.tribunnews.com/bisnis/2025/06/20/kasus-iphone-milik-penumpang-hilang-di-pesawat-garuda-pastikan-tidak-ada-keterlibatan-awak-kabin,"Kasus iPhone Milik Penumpang Hilang di Pesawat, Garuda Pastikan Tidak Ada Keterlibatan Awak Kabin",2025-06-20 00:00:00,Tribunnews.com,Hukum/Regulasi
https://ekonomi.bisnis.com/read/20250620/98/1886883/kasus-hp-penumpang-hilang-garuda-indonesia-awak-kabin-terindikasi-tak-terlibat,"Kasus HP Penumpang Hilang, Garuda Indonesia: Awak Kabin Terindikasi Tak Terlibat",2025-06-20 00:00:00,Bisnis.com,Hukum/Regulasi
https://www.detik.com/kalimantan/berita/d-7973387/garuda-lapor-bareskrim-soal-kasus-hp-penumpang-hilang-di-melbourne,Garuda Lapor Bareskrim soal Kasus HP Penumpang Hilang di Melbourne,2025-06-20 00:00:00,detikcom,Hukum/Regulasi
https://berita.murianews.com/cholis-anwar/442616/ini-hasil-investigasi-dugaan-iphone-hilang-di-pesawat-garuda,Ini Hasil Investigasi Dugaan iPhone Hilang di Pesawat Garuda,2025-06-20 00:00:00,murianews.com,Hukum/Regulasi
https://www.liputan6.com/bisnis/read/6057419/iphone-penumpang-raib-ini-hasil-investigasi-garuda-indonesia,"iPhone Penumpang Raib, Ini Hasil Investigasi Garuda Indonesia",2025-06-20 00:00:00,Liputan6.com,Lainnya
https://radarnganjuk.jawapos.com/berita/2176166888/garuda-indonesia-rilis-hasil-investigasi-kasus-iphone-hilang-awak-pesawat-tak-terbukti-terlibat,Garuda Indonesia Rilis Hasil Investigasi Kasus iPhone Hilang: Awak Pesawat Tak Terbukti Terlibat! - Radar Nganjuk,2025-06-20 00:00:00,Radar Nganjuk,Hukum/Regulasi
https://radarbali.jawapos.com/peristiwa/706164303/badah-penumpang-pesawat-garuda-jakarta-denpasar-ini-tasnya-tertinggal-duit-rp-10-juta-amblas-begini-tanggapan-maskapai,"Badah! Penumpang Pesawat Garuda Jakarta-Denpasar Ini Tasnya Tertinggal, Duit Rp 10 Juta Amblas, Begini Tanggapan Maskapai - Radar Bali",2025-06-19 00:00:00,Radar Bali,Lainnya
https://jateng.tribunnews.com/2025/06/16/fakta-baru-kasus-hp-hilang-di-pesawat-garuda-kru-bungkam-penumpang-desak-transparansi-akses-cctv,"Fakta Baru Kasus HP Hilang di Pesawat Garuda: Kru Bungkam, Penumpang Desak Transparansi Akses CCTV",2025-06-16 00:00:00,Tribunjateng.com,Hukum/Regulasi
https://www.tempo.co/ekonomi/bumn-garuda-indonesia-rugi-1704144,Penyebab Garuda Indonesia Rugi Melulu,2025-06-15 00:00:00,Tempo.co,Keuangan
https://www.antaranews.com/berita/4896825/garuda-indonesia-gandeng-kepolisian-usut-barang-hilang-di-pesawat,Garuda Indonesia gandeng kepolisian usut barang hilang di pesawat,2025-06-13 00:00:00,ANTARA News,Lainnya
https://www.cnnindonesia.com/ekonomi/20250613103455-92-1239285/garuda-gandeng-polri-investigasi-hp-penumpang-hilang-di-pesawat,Garuda Gandeng Polri Investigasi HP Penumpang Hilang di Pesawat,2025-06-13 00:00:00,CNN Indonesia,Lainnya
https://indoaviation.asia/kasus-ponsel-hilang-di-pesawat-garuda-indonesia-masih-bebastugaskan-awak-kabin/,"Kasus Ponsel Hilang di Pesawat, Garuda Indonesia Masih Bebastugaskan Awak Kabin",2025-06-13 00:00:00,IndoAviation Plus,Hukum/Regulasi
https://www.liputan6.com/lifestyle/read/6049923/ponsel-penumpang-hilang-di-pesawat-pengamat-penerbangan-singgung-langkah-manajemen-garuda-dan-cctv,"Ponsel Penumpang Hilang di Pesawat, Pengamat Penerbangan Singgung Langkah Manajemen Garuda dan CCTV",2025-06-12 00:00:00,Liputan6.com,Rute/Operasional
https://www.tempo.co/ekonomi/garuda-dan-polisi-investigasi-kasus-kehilangan-iphone-penumpang-di-pesawat-1676746,Garuda dan Polisi Investigasi Kasus Kehilangan iPhone Penumpang di Pesawat,2025-06-12 00:00:00,Tempo.co,Hukum/Regulasi
https://www.liputan6.com/news/read/6048979/viral-iphone-penumpang-hilang-di-pesawat-garuda-anggota-dpr-ini-juga-pernah-alami,"Viral iPhone Penumpang Hilang di Pesawat Garuda, Anggota DPR Ini Juga Pernah Alami",2025-06-11 00:00:00,Liputan6.com,Lainnya
https://kumparan.com/kumparanbisnis/tambah-120-pesawat-garuda-indonesia-bidik-kuasai-50-persen-pasar-domestik-25FM5dAtnb5,"Tambah 120 Pesawat, Garuda Indonesia Bidik Kuasai 50 Persen Pasar Domestik - kumparan.com",2025-06-11 00:00:00,Kumparan,Lainnya
https://mediaindonesia.com/ekonomi/781304/iphone-hilang-di-pesawat-dpr-pihak-garuda-harus-usut-tuntas,"Iphone Hilang di Pesawat, DPR: Pihak Garuda Harus Usut Tuntas",2025-06-11 00:00:00,Media Indonesia,Lainnya
https://nasional.kompas.com/read/2025/06/11/10402351/iphone-hilang-di-pesawat-anggota-dpr-garuda-indonesia-gagal-jaga-kepercayaan?page=all,"Iphone Hilang di Pesawat, Anggota DPR: Garuda Indonesia Gagal Jaga Kepercayaan Penumpang",2025-06-11 00:00:00,Kompas.com,Lainnya
https://www.tribunnews.com/nasional/2025/06/11/sosok-michael-tjendara-penumpang-yang-viral-usai-kehilangan-ponsel-di-pesawat-garuda-indonesia,"Sosok Michael Tjendara, Penumpang yang Viral usai Kehilangan Ponsel di Pesawat Garuda Indonesia",2025-06-11 00:00:00,Tribunnews.com,Lainnya
https://radarkediri.jawapos.com/nasional/786127881/ponselnya-hilang-di-pesawat-garuda-siapa-sebenarnya-michael-tjendara,"Ponselnya Hilang di Pesawat Garuda, Siapa Sebenarnya Michael Tjendara? - Radar Kediri",2025-06-11 00:00:00,Radar Kediri,Lainnya
https://sinpo.id/detail/98233/legislator-soroti-kasus-handphone-penumpang-hilang-di-pesawat-garuda-indonesia,Legislator Soroti Kasus Handphone Penumpang Hilang di Pesawat Garuda Indonesia,2025-06-11 00:00:00,SinPo.id,Hukum/Regulasi
https://medan.kompas.com/read/2025/06/11/065555578/bobby-jelaskan-soal-sewa-pesawat-garuda-rp-860-juta-pindahkan-napi-yang?page=all,Bobby Jelaskan soal Sewa Pesawat Garuda Rp 860 Juta Pindahkan Napi yang Kontrol Narkoba di Lapas,2025-06-11 00:00:00,Kompas.com,Lainnya
https://www.detik.com/jatim/berita/d-7959456/geger-iphone-penumpang-garuda-hilang-hingga-awak-pesawat-dibebastugaskan,Geger iPhone Penumpang Garuda Hilang hingga Awak Pesawat Dibebastugaskan,2025-06-11 00:00:00,detikcom,Lainnya
https://www.tribunnews.com/nasional/2025/06/10/iphone-hilang-di-pesawat-garuda-komisi-vi-dpr-usut-dan-evaluasi-etika-kru,"iPhone Hilang di Pesawat Garuda, Komisi VI DPR: Usut dan Evaluasi Etika Kru",2025-06-10 00:00:00,Tribunnews.com,Lainnya
https://www.kompas.tv/nasional/598521/anggota-dpr-soal-hp-penumpang-hilang-di-pesawat-garuda-harus-terbuka-jangan-ada-yang-ditutupi,"Anggota DPR Soal HP Penumpang Hilang di Pesawat: Garuda Harus Terbuka, Jangan Ada yang Ditutupi",2025-06-10 00:00:00,Kompas.tv,Lainnya
https://rm.id/baca-berita/nasional/268787/garuda-indonesia-kena-semprot-dpr-kasus-hilang-hp-di-pesawat-kembali-terulang,"Garuda Indonesia Kena Semprot DPR, Kasus Hilang HP Di Pesawat Kembali Terulang",2025-06-10 00:00:00,RM.ID,Hukum/Regulasi
https://20.detik.com/detikupdate/20250610-250610055/video-viral-hp-penumpang-hilang-di-pesawat-garuda-kasih-penjelasan,"Video: Viral HP Penumpang Hilang di Pesawat, Garuda Kasih Penjelasan",2025-06-10 00:00:00,20detik,Lainnya
https://www.inilah.com/viral-iphone-penumpang-hilang-garuda-siap-investigasi,"Viral iPhone Penumpang Hilang dalam Pesawat, Ini Penjelasan Lengkap Maskapai Garuda",2025-06-10 00:00:00,Inilah.com,Lainnya
https://bengkulu.tribunnews.com/2025/06/10/sosok-penumpang-kehilangan-hp-di-pesawat-garuda-indonesia-profesi-mentereng-maskapai-ketar-ketir,"Sosok Penumpang Kehilangan HP di Pesawat Garuda Indonesia, Profesi Mentereng, Maskapai Ketar-Ketir",2025-06-10 00:00:00,Tribunbengkulu.com,Lainnya
https://www.suara.com/bisnis/2025/06/10/100222/pilot-dan-pramugari-garuda-indonesia-dibebastugaskan-usai-penumpang-kehilangan-hp-di-pesawat,Pilot dan Pramugari Garuda Indonesia Dibebastugaskan Usai Penumpang Kehilangan HP di Pesawat,2025-06-10 00:00:00,Suara.com,Lainnya
https://www.marketeers.com/hp-penumpang-hilang-di-pesawat-garuda-indonesia-bebas-tugaskan-awak-kabin/,"HP Penumpang Hilang di Pesawat, Garuda Indonesia Bebas Tugaskan Awak Kabin",2025-06-10 00:00:00,Marketeers,Lainnya
https://www.cnnindonesia.com/ekonomi/20250610063047-92-1237973/garuda-indonesia-minta-maaf-buntut-hp-penumpang-hilang-di-pesawat,Garuda Indonesia Minta Maaf Buntut HP Penumpang Hilang di Pesawat,2025-06-10 00:00:00,CNN Indonesia,Lainnya
https://www.cnnindonesia.com/teknologi/20250610162728-185-1238241/viral-iphone-penumpang-hilang-di-pesawat-garuda-begini-cara-lacaknya,"Viral iPhone Penumpang Hilang di Pesawat Garuda, Begini Cara Lacaknya",2025-06-10 00:00:00,CNN Indonesia,Lainnya
